PCON15CD,seat,hanrettyLeave,con_PC_2015,green_PC_2015,lab_PC_2015,ld_PC_2015,pc_PC_2015,snp_PC_2015,ukip_PC_2015,con_NUM_2015,green_NUM_2015,lab_NUM_2015,ld_NUM_2015,pc_NUM_2015,snp_NUM_2015,ukip_NUM_2015,electorate_2015,totalVotes_2015,ukip_candidate,electorate_2017,totalVotes_2017,con_NUM_2017,con_PC_2017,green_NUM_2017,green_PC_2017,lab_NUM_2017,lab_PC_2017,ld_NUM_2017,ld_PC_2017,other_NUM_2017,other_PC_2017,pc_NUM_2017,pc_PC_2017,snp_NUM_2017,snp_PC_2017,ukip_NUM_2017,ukip_PC_2017,turnout_PC_2015,turnout_PC_2017,hanrettyEstimate,age_students_18to24,age_18to24,age_65plus,cob_britain,cob_restOfEurope,cob_restOfWorld,demos_popDens,demos_nationalID,demos_nonWhiteUk,demos_noPassport,demos_religion_xian,demos_religion_muslim,demos_religion_atheist,age_students_18to24_num,age_studentsHome_num,age_studentsTerm_num,age_18to24_num,age_65plus_num,cob_britain_num,cob_restOfEurope_num,cob_restOfWorld_num,demos_popDens_num,demos_nationalID_num,demos_nonWhiteUk_num,demos_noPassport_num,demos_religion_xian_num,demos_religion_muslim_num,demos_religion_atheist_num,age_students_18to24_denom,age_studentsHome_denom,age_studentsTerm_denom,age_18to24_denom,age_65plus_denom,cob_britain_denom,cob_restOfEurope_denom,cob_restOfWorld_denom,demos_popDens_denom,demos_nationalID_denom,demos_nonWhiteUk_denom,demos_noPassport_denom,demos_religion_xian_denom,demos_religion_muslim_denom,demos_religion_atheist_denom,edu_degree_2015,edu_degree_over50,edu_noQuals_2015,edu_students_termTime,edu_students_homeTime,edu_degree_2015_num,edu_degree_over50_num,edu_noQuals_2015_num,edu_students_termTime_num,edu_students_homeTime_num,edu_degree_2015_denom,edu_degree_over50_denom,edu_noQuals_2015_denom,edu_students_termTime_denom,edu_students_homeTime_denom,econ_seg_AB,econ_seg_C1,econ_seg_C2,econ_seg_DE,econ_seg_ABC1,econ_seg_C2DE,econ_intermediate,econ_routineSemiRoutine,econ_routineSemiroutineNone,econ_seg_AB_num,econ_seg_C1_num,econ_seg_C2_num,econ_seg_DE_num,econ_seg_ABC1_num,econ_seg_C2DE_num,econ_intermediate_num,econ_routineSemiRoutine_num,econ_routineSemiroutineNone_num,econ_seg_AB_denom,econ_seg_C1_denom,econ_seg_C2_denom,econ_seg_DE_denom,econ_seg_ABC1_denom,econ_seg_C2DE_denom,econ_routineSemiRoutine_denom,econ_routineSemiroutineNone_denom,econ_intermediate_denom,econ_activityRate_2015,econ_employmentRate_2015,econ_unemploymentRate_2015,econ_unemploymentRateMen_2015,econ_activityRate_2015_num,econ_employmentRate_2015_num,econ_unemploymentRate_2015_num,econ_unemploymentRateMen_2015_num,econ_activityRate_2015_denom,econ_employmentRate_2015_denom,econ_unemploymentRate_2015_denom,econ_unemploymentRateMen_2015_denom,econ_managers_1_2015,econ_professional_2_2015,econ_tech_3_2015,econ_administrative_4_2015,econ_skilledTrades_5_2015,econ_careLeisure_6_2015,econ_sales_7_2015,econ_machines_8_2015,econ_routine_9_2015,econ_managers_1_2015_num,econ_professional_2_2015_num,econ_tech_3_2015_num,econ_administrative_4_2015_num,econ_skilledTrades_5_2015_num,econ_careLeisure_6_2015_num,econ_sales_7_2015_num,econ_machines_8_2015_num,econ_routine_9_2015_num,econ_managers_1_2015_denom,econ_professional_2_2015_denom,econ_tech_3_2015_denom,econ_administrative_4_2015_denom,econ_skilledTrades_5_2015_denom,econ_careLeisure_6_2015_denom,econ_sales_7_2015_denom,econ_machines_8_2015_denom,econ_routine_9_2015_denom,health_badHealth,health_activitiesLimitedALot,health_activiesLimitedAny,health_badHealth_num,health_activitiesLimitedALot_num,health_activiesLimitedAny_num,health_badHealth_denom,health_activitiesLimitedALot_denom,health_activiesLimitedAny_denom,econ_belowLivingWage,econ_medianHousePrice,econ_grossPayFTE
E14000593,Brentford & Isleworth,43.309999999999995,42.94,3.7,43.76,4.02,NA,NA,5.58,24631,2120,25096,2305,NA,NA,3203,84602,57355,0,85151,61629,23182,37.62,NA,NA,35364,57.38,3083,5,NA,NA,NA,NA,NA,NA,NA,NA,0.6779390558142834,0.7237613181289709,1,35.09,9.02,10.56,59.02,10.16,30.81,49.15,32.4,60.4,6.6,45,12.5,18.5,4e3,NA,NA,11594,13580,75877,13065,39614,128556,24800,83300,8485,57850,16070,23783,11400,128556,128556,128556,128556,128556,128556,128556,2615.32,140400,139300,128556,128556,128556,128556,58.7,37.81,4.3,89.87,91.74,40900,7600,3900,10245,10458,77300,20100,91300,11400,11400,33.8,32.59,14.94,18.67,66.39,33.61,11.52,16.62,16.63,14194,13688,6275,7839,27882,14114,11274,16274,16280.9,41996,41996,41996,41996,41996,41996,97894,97894,97894,81.6,79,3.2,NA,74800,72300,2400,NA,91600,91600,74800,44e3,12.9,28.7,15.8,8.4,7.9,3.8,6.5,6,9.51,9700,21700,12e3,6400,6e3,2900,4900,4600,7200,75700,75700,75700,75700,75700,75700,75700,75700,75700,4.2,5.9,12.74,5393,7584,16372,128556,128556,128556,15.7,456e3,33510
E14000900,Romford,69.29,50.97,2.48,20.88,2.87,NA,NA,22.79,25067,1222,10268,1413,NA,NA,11208,72594,49178,1,73516,49944,29671,59.41,815,1.63,15893,31.82,1215,2.43,NA,NA,NA,NA,NA,NA,2350,4.71,0.6774389067967049,0.6793623156863812,1,34.21,8.95,16.28,89.89,2.66,7.45,32.62,68.3,24,11.5,64.2,2.5,23.1,2600,NA,NA,8580,15610,86200,2554,7140,95894,56600,22500,11028,61564,2397,22152,7600,95894,95894,95894,95894,95894,95894,95894,2939.7,102200,102200,95894,95894,95894,95894,28.4,14.94,9,63.46,73.42,11600,2600,5700,4823,5580,52300,17400,62900,7600,7600,19.35,37.28,22.9,20.47,56.63,43.37,18.82,21.31,21.33,5629,10845,6662,5954,16474,12616,13169,14918,14926.3,29090,29090,29090,29090,29090,29090,69990,69990,69990,80.1,77.6,3,NA,50400,48900,1500,NA,62900,62900,50400,25900,6.5,22.4,15.9,14.1,6.8,11.8,8.9,4.9,8.63,3200,11100,7900,7e3,3400,5900,4500,2400,4300,49800,49800,49800,49800,49800,49800,49800,49800,49800,4.78,7.64,16.14,4580,7326,15475,95894,95894,95894,31,33e4,33799
E14000935,Derbyshire South,60.349999999999994,49.38,2.4,26.78,3.72,NA,NA,17.73,25066,1216,13595,1887,NA,NA,8998,73923,50762,0,76341,52631,30907,58.72,917,1.74,18937,35.98,1870,3.55,NA,NA,NA,NA,NA,NA,NA,NA,0.6866874991545256,0.6894198399287408,1,38.46,7.33,15.46,96.47,1.18,2.34999999999999,2.8,71.1,6.5,20.1,64,0.3,26.8,2500,NA,NA,6934,14627,91268,1118,2225,94611,61900,4800,19017,60551,284,25356,6500,94611,94611,94611,94611,94611,94611,94611,33812.9,98e3,98e3,94611,94611,94611,94611,35.6,19.37,2.9,65.58,76.35,14700,3700,1800,4263,4963,50500,19100,62400,6500,6500,23.6,29.1,23.67,23.63,52.7,47.3,12.68,27.59,27.61,6953,8575,6973,6963,15528,13936,8806,19163,19175.5,29464,29464,29464,29464,29464,29464,69450,69450,69450,77.8,73.7,5.3,NA,48500,46e3,2600,NA,62400,62400,48500,25400,8.1,24,16.6,12.2,8.4,9.9,6,8.2,6.57,4e3,11700,8100,5900,4100,4800,2900,4e3,3200,48700,48700,48700,48700,48700,48700,48700,48700,48700,4.9,8,17.48,4638,7565,16536,94611,94611,94611,23.7,172500,29308
E14000698,Exeter,44.71,33.1,6.46,46.4,4.3,NA,NA,9.4,17879,3491,25062,2321,NA,NA,5075,76968,54018,0,77329,55423,18219,32.87,1027,1.85,34336,61.95,1562,2.82,279,0.5,NA,NA,NA,NA,NA,NA,0.7018241347053321,0.7167168849978662,1,28.1,18.15,14.95,89.01,3.78,7.20999999999999,27.92,60.8,12.799999999999997,18.4,52.9,1.7,35.5,3400,NA,NA,19243,15849,94347,4012,7639,105998,53800,15200,19504,56073,1802,37629,12100,105998,105998,105998,105998,105998,105998,105998,3796.46,104300,104300,105998,105998,105998,105998,45.1,23.3,1.9,130.34,64.4,21300,4100,1300,15771,7792,55300,17600,70900,12100,12100,21.7,34.75,19.26,24.29,56.45,43.55,12.48,23.82,23.83,7211,11548,6399,8072,18759,14471,10109,19303,19313.1,33230,33230,33230,33230,33230,33230,81029,81029,81029,84.8,80.7,4.9,6,60100,57200,2900,1900,70900,70900,60100,32300,14,22.3,16.8,10.4,8.5,6.8,13.5,NA,6.01,8100,13e3,9800,6100,5e3,4e3,7900,NA,3500,58200,58200,58200,58200,58200,58200,58200,58200,58200,4.87,7.7,16.74,5163,8160,17749,105998,105998,105998,21.3,218500,26273
E14000595,Bridgwater & Somerset West,62.190000000000005,45.95,4.84,17.61,12.42,NA,NA,19.17,25020,2636,9589,6765,NA,NA,10437,80491,54447,1,89294,58267,32111,55.11,1059,1.82,16663,28.6,6332,10.87,NA,NA,NA,NA,NA,NA,2102,3.61,0.6764358748183027,0.6525298452303626,1,13.08,7.75,21.99,95.22,2.86,1.92,0.99,70.4,7.5,24.9,64.5,0.2,26.6,1400,NA,NA,8249,23413,101363,3043,2044,106450,73200,6700,26506,68660,213,28316,10700,106450,106450,106450,106450,106450,106450,106450,108055.05,113e3,113e3,106450,106450,106450,106450,25.8,16.28,8.2,39.64,47.38,9100,2100,5400,4242,5070,5e4,12900,65500,10700,10700,16.77,26.45,27.28,29.5,43.22,56.78,11.31,31.59,31.61,5145,8118,8370,9054,13263,17424,8721,24352,24365.7,30687,30687,30687,30687,30687,30687,77091,77091,77091,83.6,80.5,3.7,NA,54700,52700,2e3,NA,65500,65500,54700,29800,16.8,8.2,7.3,9,18.2,11.8,4.4,6.6,17.77,9300,4600,4100,5e3,10100,6600,2400,3600,9900,55700,55700,55700,55700,55700,55700,55700,55700,55700,5.69,8.99,20.32,6060,9569,21630,106450,106450,106450,31.3,189950,23798
E14001001,Totnes,54.09,52.96,10.29,12.71,9.91,NA,NA,14.13,24941,4845,5988,4667,NA,NA,6656,68630,47097,1,68913,50270,26972,53.65,2097,4.17,13495,26.85,6466,12.86,NA,NA,NA,NA,NA,NA,1240,2.47,0.6862450823255136,0.7294704917794901,1,36.59,6.35,26.33,95.47,1.81,2.72,1.45,68.6,8.599999999999994,19.7,61.2,0.2,28.2,3e3,NA,NA,5259,21804,79051,1496,2252,82799,60600,6e3,16311,50673,166,23349,8200,82799,82799,82799,82799,82799,82799,82799,56909.84,86700,86700,82799,82799,82799,82799,35.9,23.08,7.3,39.41,50.1,10400,4200,3600,3232,4108,38300,18200,49500,8200,8200,21.88,29.11,25.21,23.8,50.99,49.01,10.51,24.91,24.92,5041,6705,5808,5483,11746,11291,6256,14827,14837.1,23037,23037,23037,23037,23037,23037,59531,59531,59531,75.6,71.7,5.1,2.4,37400,35500,1900,NA,49500,49500,37400,19200,15.4,12.9,14.9,9.9,14.2,9,6.4,3.5,13.75,5700,4800,5500,3700,5300,3300,2400,1300,5100,37100,37100,37100,37100,37100,37100,37100,37100,37100,6.36,10.17,22.52,5267,8423,18644,82799,82799,82799,35.4,25e4,23313
E14000814,Derbyshire Mid,52.53,52.19,3.98,25.42,4.8,NA,NA,13.61,24908,1898,12134,2292,NA,NA,6497,67477,47729,0,67466,50371,29513,58.59,1168,2.32,17897,35.53,1793,3.56,NA,NA,NA,NA,NA,NA,NA,NA,0.7073373149369415,0.7466131088251861,1,56.9,6.81,20.19,96.38,1.27,2.34999999999999,9.13,70.2,3.4000000000000057,17.1,65.1,0.3,26.5,3300,NA,NA,5728,16992,81114,1067,1977,84158,50100,4100,14391,54787,252,22302,5800,84158,84158,84158,84158,84158,84158,84158,9214.01,92500,92500,84158,84158,84158,84158,50.4,43.33,4.2,63.69,79.05,21300,7800,2400,3694,4585,48500,18e3,56200,5800,5800,28.95,31.18,21.73,18.13,60.14,39.86,14.12,23.11,23.13,7223,7780,5422,4523,15003,9945,8616,14099,14108.6,24948,24948,24948,24948,24948,24948,61007,61007,61007,82.4,81.1,1.6,NA,46500,45800,700,NA,56400,56400,46500,24900,10.8,26,17.3,13.9,9,8.5,4.7,2.2,7.58,5100,12400,8200,6600,4300,4e3,2200,1e3,3600,47500,47500,47500,47500,47500,47500,47500,47500,47500,4.67,7.74,17.99,3932,6512,15137,84158,84158,84158,36.1,185e3,30743
E14000700,Faversham & Kent Mid,58.220000000000006,54.35,3.86,16.16,6.63,NA,NA,18,24895,1768,7403,3039,NA,NA,8243,69523,45803,1,76008,49749,30390,61.09,1431,2.88,12977,26.08,3249,6.53,NA,NA,NA,NA,NA,NA,1702,3.42,0.6588179451404571,0.6545232080833596,1,NA,7.28,17.94,94.16,2.33,3.51000000000001,2.39,69.4,12.799999999999997,16.9,64.1,0.7,27,NA,NA,NA,6755,16648,87381,2161,3262,92804,58e3,15e3,15684,59487,650,25057,8600,92804,92804,92804,92804,92804,92804,92804,38808.07,94800,94800,92804,92804,92804,92804,30.7,18.01,7.7,45.23,56.14,9200,3800,4500,3890,4828,48500,21100,59300,8600,8600,24.54,31.09,22.64,21.74,55.63,44.37,13.65,24.54,24.56,6639,8411,6125,5881,15050,12006,9136,16420,16430.9,27056,27056,27056,27056,27056,27056,66907,66907,66907,81.6,79.8,2.2,NA,48600,47600,1100,NA,59600,59600,48600,23100,12.6,14.3,14.8,12.3,12.6,13.4,6.4,4.8,8.94,6200,7e3,7300,6e3,6200,6600,3100,2400,4400,49200,49200,49200,49200,49200,49200,49200,49200,49200,4.73,7.34,16.61,4394,6813,15419,92804,92804,92804,23.6,292e3,29633
E14000743,Hereford & Herefordshire South,60.15,52.57,7.23,12.79,10.58,NA,NA,16.83,24844,3415,6042,5002,NA,NA,7954,71485,47257,1,71088,50484,27004,53.49,1220,2.42,11991,23.75,3556,7.04,5560,11.01,NA,NA,NA,NA,1153,2.28,0.6610757501573756,0.7101620526671168,1,25,8.05,19.35,92.87,4.49,2.64,1.35,63.3,12,22.8,66.8,0.3,23.6,1800,NA,NA,7852,18860,90542,4373,2577,97492,52300,8800,22228,65125,292,23008,7200,97492,97492,97492,97492,97492,97492,97492,72414.87,92600,92600,97492,97492,97492,97492,34,26.4,11.3,61,73.88,12600,5200,6300,4392,5319,46200,19700,56100,7200,7200,18.3,28.03,25.32,28.36,46.32,53.68,11.31,29.77,29.79,5348,8192,7400,8289,13540,15689,8046,21184,21196,29229,29229,29229,29229,29229,29229,71148,71148,71148,81.7,78.1,4.4,3.1,45900,43900,2e3,700,56200,56200,45900,23700,10.7,13.3,15.4,10.2,12.7,10,9.2,6.9,10.99,5e3,6200,7100,4800,5900,4600,4300,3200,5100,46400,46400,46400,46400,46400,46400,46400,46400,46400,5.33,8.46,18.59,5197,8244,18127,97492,97492,97492,29.2,19e4,24197
E14000540,Barking,60.33,16.31,2.08,57.68,1.31,NA,NA,22.2,7019,897,24826,562,NA,NA,9554,73977,43041,1,77020,47679,10711,22.46,724,1.52,32319,67.78,599,1.26,295,0.62,NA,NA,NA,NA,3031,6.36,0.5818159698284602,0.6190470007790184,1,35.2,9.63,9.23,67.13,7.22,25.65,59.84,43.8,63.8,15.3,53.5,16.7,18.2,4400,NA,NA,11780,11287,82111,8832,31370,122313,42100,92400,18714,65437,20426,22261,12500,122313,122313,122313,122313,122313,122313,122313,2044.12,142200,142200,122313,122313,122313,122313,33.6,12.31,12,80.33,83.41,21800,2400,10600,10041,10426,73400,19500,88300,12500,12500,12.18,30.12,23.07,34.63,42.29,57.71,12.29,27.55,27.57,4519,11177,8563,12854,15696,21417,10311,23125,23137,37113,37113,37113,37113,37113,37113,83926,83926,83926,73.2,65.2,10.9,8.9,64800,57700,7100,3200,88600,88600,64800,35500,4.7,14.4,9.7,8.9,13.1,11.7,8.9,11.1,16.7,2800,8400,5700,5200,7700,6900,5200,6500,9800,58700,58700,58700,58700,58700,58700,58700,58700,58700,6.16,8.13,15.89,7539,9945,19438,122313,122313,122313,33.8,29e4,27538
E14000664,Derbyshire Dales,51.290000000000006,52.37,4.59,22.72,8.37,NA,NA,11.63,24805,2173,10761,3965,NA,NA,5508,63476,47361,0,64418,49571,29744,60,1002,2.02,15417,31.1,3126,6.31,282,0.57,NA,NA,NA,NA,NA,NA,0.7461245195034344,0.769520941351796,1,53.49,6.12,22.43,97.06,1.18,1.76000000000001,0.87,68.9,5.599999999999994,18.5,68.8,0.2,23,2300,NA,NA,4816,17643,76358,929,1386,78673,46300,2100,14555,54127,157,18095,4300,78673,78673,78673,78673,78673,78673,78673,90796.49,75500,75200,78673,78673,78673,78673,42.3,33.71,5,71,96.79,14e3,6e3,2300,3053,4162,39600,17800,45900,4300,4300,30.61,25.99,24.62,18.78,56.61,43.39,10.81,23.05,23.07,6885,5846,5536,4223,12731,9759,6230,13283,13293.7,22490,22490,22490,22490,22490,22490,57633,57633,57633,83.6,83.6,NA,NA,38800,38800,NA,NA,46400,46400,38800,20300,15.6,24.5,11,10.5,10.5,7.6,2.5,5.3,12.71,6600,10400,4700,4500,4400,3200,1100,2200,5400,42500,42500,42500,42500,42500,42500,42500,42500,42500,4.53,7.82,18.56,3563,6152,14603,78673,78673,78673,23.3,244975,32337
S14000001,Aberdeen North,43.1,12.07,NA,25.94,4.67,NA,56.43,NA,5304,NA,11397,2050,NA,24793,NA,67745,43936,0,62130,36757,8341,22.69,NA,NA,11031,30.01,1693,4.61,522,1.42,NA,NA,15170,41.27,NA,NA,0.6485497084655694,0.5916143569934009,1,58.76,18.48,12.95,81.73,8.35,9.92,21,55.01,28.099999999999994,NA,NA,NA,NA,11400,NA,NA,18421,12902,81448,8321,9885,99654,64900,24200,NA,NA,NA,NA,19400,99654,99654,99654,99654,99654,99654,99654,4745.64,96800,96800,99654,99654,99654,99654,41,23.87,7.1,82.89,NA,16100,3700,5100,16081,NA,51500,15500,71600,19400,19400,17.46,34.34,21.41,26.8,51.8,48.2,NA,NA,NA,6461,12704,7920,9915,19165,17835,NA,NA,NA,37e3,37e3,37e3,37e3,37e3,37e3,NA,NA,NA,79.7,77.3,2.9,4.1,57e3,55400,1700,1100,71600,71600,57e3,26700,3.6,19.5,7.4,12.1,11.8,10.9,9.1,2.9,21.97,2e3,11100,4200,6900,6700,6200,5200,1700,12500,56900,56900,56900,56900,56900,56900,56900,56900,56900,4.71,7.88,17.21,4694,7851,17149,99654,99654,99654,19.5,15e4,26890
E14000630,Cheltenham,42.78,46.13,5,7.26,34.01,NA,NA,7.09,24790,2689,3902,18274,NA,NA,3808,77287,53735,0,78875,57012,26615,46.68,943,1.65,5408,9.49,24046,42.18,NA,NA,NA,NA,NA,NA,NA,NA,0.6952656979828432,0.7228145800316957,1,72.55,11.18,16.3,89.37,4.36,6.27,28.16,58.7,16.5,15.7,58.1,0.9,31.5,7400,NA,NA,11728,17089,93716,4574,6577,104867,57800,15900,16464,60928,944,33033,10200,104867,104867,104867,104867,104867,104867,104867,3724.53,105400,105e3,104867,104867,104867,104867,56.3,27.56,4.7,85.98,66.09,27900,3500,3200,8770,6741,57400,12700,69100,10200,10200,29.55,34.37,15.91,20.17,63.92,36.08,13.2,20.59,20.6,10263,11936,5526,7005,22199,12531,10298,16067,16075,34730,34730,34730,34730,34730,34730,78017,78017,78017,75.6,74,2.1,NA,52300,51200,1100,NA,69100,69100,52300,28300,10.6,27.2,16.5,11.4,7.2,9.2,7.9,5.4,4.62,5500,14200,8600,6e3,3700,4800,4100,2800,2400,52e3,52e3,52e3,52e3,52e3,52e3,52e3,52e3,52e3,4,6.54,14.97,4193,6859,15701,104867,104867,104867,20.6,243e3,28319
E14000570,Blackburn,53.730000000000004,27.28,NA,56.28,2.17,NA,NA,14.27,12002,NA,24762,955,NA,NA,6280,73260,43999,0,70657,47512,12780,26.9,NA,NA,33148,69.77,709,1.49,875,1.84,NA,NA,NA,NA,NA,NA,0.6005869505869506,0.6724316062102835,1,34.19,9.42,12.37,81.82,2.21,15.97,26.58,49.8,42.3,18.1,45.8,36.3,11.5,4e3,NA,NA,10099,13269,87744,2374,17128,107246,38700,46200,19412,49119,38930,12333,11700,107246,107246,107246,107246,107246,107246,107246,4034.42,106600,106400,107246,107246,107246,107246,21.8,11.66,16.8,60.74,65.42,8300,1900,10900,7107,7654,49600,16300,65100,11700,11700,12.58,24.98,20.82,41.62,37.56,62.44,11.23,31.57,31.59,3939,7823,6520,13032,11762,19552,8378,23562,23577,31314,31314,31314,31314,31314,31314,74626,74626,74626,65.7,59.4,9.6,9.7,42800,38700,4100,2400,65100,65100,42800,24700,5.4,13.6,10.1,11.4,10.3,13.3,11.8,9.5,14.72,2100,5400,4e3,4500,4e3,5200,4600,3700,5800,39400,39400,39400,39400,39400,39400,39400,39400,39400,7.73,10.99,20.76,8285,11783,22261,107246,107246,107246,29.6,1e5,22476
E14000777,Leeds Central,47.43,17.29,7.9,54.96,3.39,NA,NA,15.72,7791,3558,24758,1529,NA,NA,7082,81799,45048,1,89537,47673,9755,20.46,1189,2.49,33453,70.17,1063,2.23,157,0.33,NA,NA,NA,NA,2056,4.31,0.5507157789215027,0.5324391033874264,1,50,23.41,9.04,79.41,5.1,15.49,32.44,55.3,43.4,19.9,48.3,9.8,31.6,12400,NA,NA,31111,12017,105521,6774,20582,132877,43500,34400,26443,64180,13022,41989,24800,132877,132877,132877,132877,132877,132877,132877,4095.56,119900,118800,132877,132877,132877,132877,23,12.07,14.5,104.53,57.8,12600,1400,11800,25923,14335,52800,11600,81500,24800,24800,14.66,32.55,16.7,36.1,47.21,52.79,9.68,26.86,26.87,7121,15807,8110,17531,22928,25641,10072,27939,27952.3,48569,48569,48569,48569,48569,48569,104034,104034,104034,70.7,63.4,10.3,14.3,57600,51600,6e3,4300,81500,81500,57600,29900,3.4,12.2,7.2,11.6,8,7.2,17.6,10.8,19.92,1800,6500,3800,6200,4300,3900,9400,5700,10600,53200,53200,53200,53200,53200,53200,53200,53200,53200,6.13,7.97,15.8,8140,10592,20988,132877,132877,132877,14.9,112e3,24744
E14000859,Norfolk North West,66.14,52.2,3.76,22.75,3.53,NA,NA,17.76,24727,1780,10779,1673,NA,NA,8412,74402,47371,1,72062,48811,29408,60.25,851,1.74,15620,32,1393,2.85,NA,NA,NA,NA,NA,NA,1539,3.15,0.6366898739281203,0.6773472842829785,1,NA,7.47,23.39,92.07,4.98,2.94,1.21,69.6,21.700000000000003,25.9,66.2,0.4,24.9,NA,NA,NA,7110,22254,87584,4740,2800,95124,60700,12900,24637,62972,380,23686,7e3,95124,95124,95124,95124,95124,95124,95124,78696.83,93e3,93e3,95124,95124,95124,95124,24.5,12.57,13.3,52.16,62.67,7700,2300,7200,3651,4387,46100,18300,54300,7e3,7e3,15.57,26.3,25.86,32.28,41.87,58.13,11.8,32.99,33.01,4197,7090,6970,8701,11287,15671,8120,22704,22717.5,26958,26958,26958,26958,26958,26958,68817,68817,68817,83.9,77.8,7.3,NA,45600,42300,3300,NA,54300,54300,45600,21500,7,18.6,8.3,6.5,12.6,9.2,8.7,12.4,16.67,3100,8300,3700,2900,5600,4100,3900,5500,7400,44400,44400,44400,44400,44400,44400,44400,44400,44400,6.19,9.97,21.54,5890,9480,20489,95124,95124,95124,33.4,19e4,25123
E14000734,Harwich & Essex North,61.07,51.04,4.38,19.71,7.38,NA,NA,17.48,24722,2122,9548,3576,NA,NA,8464,69290,48432,1,71294,51141,29921,58.51,1042,2.04,15565,30.44,2787,5.45,141,0.28,NA,NA,NA,NA,1685,3.29,0.6989753211141578,0.717325441131091,1,69.23,9.21,21.07,94.08,2.23,3.7,2.33,69.7,9.799999999999997,17.3,62.5,0.6,28.2,4500,NA,NA,8394,19213,85769,2030,3371,91170,68e3,8900,15772,56981,547,25710,6500,91170,91170,91170,91170,91170,91170,91170,39134.93,102600,102600,91170,91170,91170,91170,27.1,18.75,8.4,95.86,85.31,13400,4500,5200,6231,5545,52500,24e3,61200,6500,6500,23.06,31.58,24.38,20.97,54.64,45.36,13.26,23.86,23.87,5905,8085,6242,5370,13990,11612,8851,15926,15935.5,25602,25602,25602,25602,25602,25602,66746,66746,66746,75.9,73.1,3.7,NA,46400,44700,1700,NA,61200,61200,46400,24200,12.3,11,14.1,13.2,15,12,9.6,7.6,5.36,5700,5100,6600,6200,7e3,5600,4500,3600,2500,46600,46600,46600,46600,46600,46600,46600,46600,46600,4.71,8.19,18.67,4293,7468,17025,91170,91170,91170,23.4,245e3,30114
E14000682,Worthing East & Shoreham,53.67,49.47,5.22,19.51,6.73,NA,NA,16.57,24686,2605,9737,3360,NA,NA,8267,74775,49898,1,75543,53117,25988,48.93,1273,2.4,20882,39.31,2523,4.75,1007,1.8900000000000001,NA,NA,NA,NA,1444,2.72,0.6673085924439986,0.7031359622996174,1,NA,7.11,20.28,93.32,2.22,4.45999999999999,17.4,67.2,3.0999999999999943,15.7,58.1,1.1,31.3,NA,NA,NA,6829,19470,89610,2134,4280,96024,60300,4400,15076,55790,1056,30056,4400,96024,96024,96024,96024,96024,96024,96024,5517.54,95100,95100,96024,96024,96024,96024,26.5,12.69,5.9,93.52,104.68,7800,2500,3400,4115,4606,50800,19700,57400,4400,4400,20.77,34.11,23.51,21.62,54.87,45.13,15.38,24.25,24.27,5984,9829,6775,6229,15813,13004,10576,16674,16683.1,28817,28817,28817,28817,28817,28817,68753,68753,68753,81,76.3,5.8,8.5,46500,43800,2700,1900,57400,57400,46500,22300,11.2,15,9,12,12,13.8,8.1,6.9,10.99,5200,7e3,4200,5600,5600,6400,3800,3200,5100,46400,46400,46400,46400,46400,46400,46400,46400,46400,5.26,8.53,18.91,5050,8193,18155,96024,96024,96024,26.3,29e4,27092
E14000869,Old Bexley & Sidcup,63.160000000000004,52.8,2.86,18.99,3.52,NA,NA,18.24,24682,1336,8879,1644,NA,NA,8528,66035,46748,1,66005,48042,29545,61.5,820,1.71,14079,29.31,1572,3.27,407,0.8400000000000001,NA,NA,NA,NA,1619,3.37,0.7079276141440145,0.7278539504582986,1,31.65,9,18.66,91.06,2.11,6.83,35.1,68.6,24.5,9.9,63.7,2.1,23.7,2500,NA,NA,7753,16083,78466,1821,5881,86168,61100,16200,8531,54889,1810,20422,7900,86168,86168,86168,86168,86168,86168,86168,2454.64,84300,83100,86168,86168,86168,86168,35.4,12.03,7,64.92,68.95,9800,1900,3700,5129,5447,44200,15800,52600,7900,7900,22.89,38.89,21.94,16.28,61.78,38.22,19.87,18.47,18.48,5529,9393,5298,3932,14922,9230,12310,11438,11444.8,24152,24152,24152,24152,24152,24152,61943,61943,61943,80.9,75.5,6.7,7.8,43e3,40100,2900,1900,53200,53200,43e3,23800,8,16.7,16.8,12.1,14.6,9.2,6.8,3,12.83,3300,6900,6900,5e3,6e3,3800,2800,1200,5300,41300,41300,41300,41300,41300,41300,41300,41300,41300,4.62,7.31,16.02,3978,6302,13804,86168,86168,86168,28.6,362250,36851
